TIME,Tank Level,S1 Input PT,S1 Output PT,S1 Output Flow,Temperature
7/21/2020 17:54,7.5,5,51.08,270.56,55.54
7/22/2020 17:54,7.5,5,51.1,270.63,55.55
7/15/2020 0:03,7.52,5,55.92,300,57.96
7/15/2020 0:03,7.61,5,73.19,367,66.59
7/15/2020 0:03,7.69,5,90.01,376,75.01
7/15/2020 0:03,7.76,5,107.13,424.185,83.57
7/15/2020 0:03,7.78,5,113.53,462.496,86.76
7/15/2020 0:03,7.72,5,103,369,81.5
7/15/2020 0:04,7.67,5,85.99,275.504,72.99
7/15/2020 0:04,7.58,5,71.34,268,65.67
7/15/2020 0:04,7.53,5,64.44,288.512,62.22
7/23/2020 17:54,7.505,4.99,51.1,270.29,55.55
7/24/2020 17:54,7.505,4.99,51.1,270.39,55.55
7/25/2020 17:54,7.5,5,51.08,269.91,55.54
7/26/2020 17:54,7.5,5,51.08,270.44,55.54
7/27/2020 17:54,7.5,5,51.08,270.44,55.54
7/28/2020 17:54,7.5,5,51.08,270.01,55.54
7/29/2020 17:54,7.5,5,51.08,270.65,55.54
7/30/2020 17:54,6,5.01,51.05,270.62,55.525
7/31/2020 17:54,5.5,4.5,51.13,270.62,55.56
8/1/2020 17:54,5.28,4.16,51.17,270.6,55.59
8/2/2020 17:54,5.05,3.8,51.27,270.55,55.63
8/3/2020 17:54,4.83,3.34,51.37,270.55,55.68
8/4/2020 17:54,4.6,2.98,51.44,270.57,55.72
8/5/2020 17:54,4.37,2.58,51.54,270.53,55.77
8/6/2020 17:54,4.15,1.93,51.6,270.56,55.8
8/7/2020 17:54,3.92,1.85,51.62,270.01,55.81
8/8/2020 17:54,3.7,1.18,51.63,270.59,55.82
7/15/2020 0:51,3.47,0.9,51.66,270.48,55.83
7/15/2020 0:51,3.9,1.59,51.72,270.48,55.86
7/15/2020 0:51,4,2.15,51.82,270.07,55.91
7/15/2020 0:52,4.32,2.52,51.83,270.04,55.92
7/15/2020 0:52,4.59,3.11,51.88,270.06,55.94
7/15/2020 0:52,4.85,3.42,51.94,270.06,55.97
7/15/2020 0:52,5.12,3.99,51.95,270.55,55.98
7/15/2020 0:52,5.38,4.1,52.02,259.87,56.01
7/15/2020 0:52,5.65,4.55,52.11,253.92,56.06
7/15/2020 0:52,5.91,4.67,52.14,229.96,56.07
7/15/2020 0:52,6.18,5.14,52.23,210.21,56.11
7/15/2020 0:52,6.44,5.44,52.24,202.5,56.12
7/15/2020 0:52,6.71,6.04,55.57,179.47,57.78
7/15/2020 0:52,7.5,6.52,59.69,175.89,59.84
8/9/2020 17:54,7.5,5,61.33,169.9,60.66
8/10/2020 17:54,7.5,5,63.68,189.18,61.84
8/11/2020 17:54,7.5,5,61.83,200.76,60.91
8/12/2020 17:54,7.5,5,61.54,209.82,60.77
8/13/2020 17:54,7.5,5,59.6,249.96,59.8
8/14/2020 17:54,7.5,5,58.25,270.71,59.12
8/15/2020 17:54,7.75,4.5,48,270,54
8/16/2020 17:54,7.75,4.5,48,270,54
8/17/2020 17:54,7.75,4.5,48,270,54
8/18/2020 17:54,7.75,4.5,48,270,54
8/19/2020 17:54,7.75,4.5,43.97,261.08,51.98
8/20/2020 17:54,7.75,4.5,41.11,248.1,50.56
7/15/2020 17:53,7.745,4.51,40.04,233.27,50.02
7/15/2020 17:53,7.755,4.49,38.72,229.21,49.36
7/15/2020 17:54,7.755,4.49,36.8,221.75,48.4
7/15/2020 17:54,7.745,4.51,34.86,207.04,47.43
7/15/2020 17:54,7.75,4.5,27.87,214.51,43.94
7/15/2020 17:54,7.75,4.5,21.09,221.43,40.54
7/15/2020 17:54,7.745,4.51,27.59,226.04,43.79
7/15/2020 17:54,7.755,4.49,28.74,232.38,44.37
7/15/2020 17:54,7.755,4.49,33.8,246.12,46.9
7/15/2020 18:00,7.75,4.5,36.65,251.97,48.32
8/21/2020 17:54,7.75,4.5,41.3,270,50.65
8/22/2020 17:54,7.75,4.5,45,270,52.5
8/23/2020 17:54,7.75,4.5,45,270,52.5
8/24/2020 17:54,7.75,4.5,45,270,52.5
8/25/2020 17:54,7.75,4.5,45,270,52.5
8/26/2020 17:54,7.75,4.5,45,270,52.5
8/27/2020 17:54,7.75,4.5,45,270,52.5
8/28/2020 17:54,7.75,4.5,45,270,52.5
8/29/2020 17:54,7.75,4.5,45,270,52.5
8/30/2020 17:54,7.75,4.5,45,270,52.5
8/31/2020 17:54,7.75,4.5,45,270,52.5
9/1/2020 17:54,7.5,5,51.08,270.32,55.54
9/2/2020 17:54,7.5,5,51.08,270.32,55.54
9/3/2020 17:54,7.5,5,51.08,270.38,55.54
9/4/2020 17:54,7.5,5,51.08,270.55,55.54
9/5/2020 17:54,7.5,5,51.08,270.56,55.54
9/6/2020 17:54,7.5,5,51.08,270.56,55.54
9/7/2020 17:54,7.5,5,51.1,270.63,55.55
7/15/2020 0:03,7.56,5,69,300,64.5
7/15/2020 0:03,7.65,5,77.83,367,68.92
7/15/2020 0:03,7.73,5,93.53,376,76.76
7/15/2020 0:03,7.79,5,96.74,424.185,78.37
7/15/2020 0:03,7.85,5,101.23,462.496,80.61
7/15/2020 0:03,7.83,5,91.3,369,75.65
7/15/2020 0:04,7.81,5,83.17,275.504,71.59
7/15/2020 0:04,7.72,5,67.13,268,63.56
7/15/2020 0:04,7.64,5,48.43,288.512,54.21
9/8/2020 17:54,7.505,4.99,51.1,270.29,55.55
9/9/2020 17:54,7.505,4.99,51.1,270.39,55.55
9/10/2020 17:54,7.5,5,51.08,269.91,55.54
9/11/2020 17:54,7.5,5,51.08,270.44,55.54
9/12/2020 17:54,7.5,5,51.08,270.44,55.54
9/13/2020 17:54,7.5,5,51.08,270.01,55.54
9/14/2020 17:54,7.5,5,51.08,270.65,55.54
9/15/2020 17:54,6,5.01,51.05,270.62,55.525
9/16/2020 17:54,5.5,4.49,51.06,270.62,55.53
9/17/2020 17:54,5.28,4,51.16,270.6,55.58
9/18/2020 17:54,5.05,3.68,51.2,270.55,55.6
9/19/2020 17:54,4.83,3.35,51.22,270.55,55.61
9/20/2020 17:54,4.6,2.83,51.29,270.57,55.65
9/21/2020 17:54,4.37,2.42,51.37,270.53,55.69
9/22/2020 17:54,4.15,1.74,51.46,270.56,55.73
9/23/2020 17:54,3.92,1.41,51.47,270.01,55.73
9/24/2020 17:54,3.7,1.03,51.49,270.59,55.74
7/15/2020 0:51,3.47,1.03,51.59,270.48,55.79
7/15/2020 0:51,3.9,1.11,51.67,270.48,55.83
7/15/2020 0:51,4,1.53,51.71,270.07,55.86
7/15/2020 0:52,4.32,1.65,51.72,270.04,55.86
7/15/2020 0:52,4.59,1.73,51.74,270.06,55.87
7/15/2020 0:52,4.85,2.21,51.82,270.06,55.91
7/15/2020 0:52,5.12,2.89,51.89,270.55,55.95
7/15/2020 0:52,5.38,3.04,51.93,259.87,55.96
7/15/2020 0:52,5.65,3.15,51.93,253.92,55.97
7/15/2020 0:52,5.91,3.49,52.02,229.96,56.01
7/15/2020 0:52,6.18,3.49,52.08,210.21,56.04
7/15/2020 0:52,6.44,3.91,52.16,202.5,56.08
7/15/2020 0:52,6.71,4.55,53.74,179.47,56.87
7/15/2020 0:52,7.5,4.91,56.65,175.89,58.33
9/25/2020 17:54,7.5,5,58.99,169.9,59.5
9/26/2020 17:54,7.5,5,63.88,189.18,61.94
9/27/2020 17:54,7.5,5,59.22,200.76,59.61
9/28/2020 17:54,7.5,5,56.28,209.82,58.14
9/29/2020 17:54,7.5,5,52.38,249.96,56.19
9/30/2020 17:54,7.5,5,50.13,270.71,55.07
10/1/2020 17:54,7.75,4.5,48,270,54
10/2/2020 17:54,7.75,4.5,48,270,54
10/3/2020 17:54,7.75,4.5,48,270,54
10/4/2020 17:54,7.75,4.5,48,270,54
10/5/2020 17:54,7.75,4.5,42.11,260.58,51.06
10/6/2020 17:54,7.75,4.5,36.16,254.82,48.08
10/7/2020 17:54,7.745,4.51,35.35,246.21,47.68
10/8/2020 17:54,7.755,4.49,32.8,231.48,46.4
10/9/2020 17:54,7.755,4.49,26.92,229.66,43.46
10/10/2020 17:54,7.745,4.51,22.35,228.26,41.17
10/11/2020 17:54,7.75,4.5,16.23,230,38.11
10/12/2020 17:54,7.75,4.5,11,232.72,35.5
10/13/2020 17:54,7.745,4.51,17.81,239.41,38.91
10/14/2020 17:54,7.755,4.49,21.22,253.87,40.61
10/15/2020 17:54,7.755,4.49,25.12,263.99,42.56
10/16/2020 17:54,7.75,4.5,27.1,266.32,43.55
10/17/2020 17:54,7.75,4.5,33.28,270,46.64
10/18/2020 17:54,7.75,4.5,45,270,52.5
10/19/2020 17:54,7.75,4.5,45,270,52.5
10/20/2020 17:54,7.75,4.5,45,270,52.5
10/21/2020 17:54,7.75,4.5,45,270,52.5
10/22/2020 17:54,7.75,4.5,45,270,52.5
10/23/2020 17:54,7.75,4.5,45,270,52.5
10/24/2020 17:54,7.75,4.5,45,270,52.5
10/25/2020 17:54,7.75,4.5,45,270,52.5
10/26/2020 17:54,7.75,4.5,45,270,52.5
10/27/2020 17:54,7.75,4.5,45,270,52.5
10/28/2020 17:54,7.5,5,51.08,270.32,55.54
10/29/2020 17:54,7.5,5,51.08,270.32,55.54
10/30/2020 17:54,7.5,5,51.08,270.38,55.54
10/31/2020 17:54,7.5,5,51.08,270.55,55.54
11/1/2020 17:54,7.5,5,51.08,270.56,55.54
11/2/2020 17:54,7.5,5,51.08,270.56,55.54
11/3/2020 17:54,7.5,5,51.1,270.63,55.55
11/4/2020 17:54,7.59,5,63.49,300,61.75
11/5/2020 17:54,7.66,5,73.43,367,66.71
11/6/2020 17:54,7.71,5,92.78,376,76.39
11/7/2020 17:54,7.75,5,100.6,424.185,80.3
11/8/2020 17:54,7.77,5,105.4,462.496,82.7
11/9/2020 17:54,7.74,5,88.72,369,74.36
11/10/2020 17:54,7.68,5,73.32,275.504,66.66
11/11/2020 17:54,7.67,5,68.13,268,64.06
11/12/2020 17:54,7.61,5,67.67,288.512,63.84
11/13/2020 17:54,7.505,4.99,51.1,270.29,55.55
11/14/2020 17:54,7.505,4.99,51.1,270.39,55.55
11/15/2020 17:54,7.5,5,51.08,269.91,55.54
11/16/2020 17:54,7.5,5,51.08,270.44,55.54
11/17/2020 17:54,7.5,5,51.08,270.44,55.54
11/18/2020 17:54,7.5,5,51.08,270.01,55.54
11/19/2020 17:54,7.5,5,51.08,270.65,55.54
11/20/2020 17:54,6,5.01,51.05,270.62,55.525
11/21/2020 17:54,5.5,4.89,51.15,270.62,55.57
11/22/2020 17:54,5.28,4.62,51.16,270.6,55.58
11/23/2020 17:54,5.05,4.28,51.2,270.55,55.6
11/24/2020 17:54,4.83,3.64,51.28,270.55,55.64
11/25/2020 17:54,4.6,2.95,51.34,270.57,55.67
11/26/2020 17:54,4.37,2.55,51.43,270.53,55.71
11/27/2020 17:54,4.15,2.05,51.5,270.56,55.75
11/28/2020 17:54,3.92,1.75,51.55,270.01,55.77
11/29/2020 17:54,3.7,1.65,51.56,270.59,55.78
11/30/2020 17:54,3.47,1.38,51.58,270.48,55.79
12/1/2020 17:54,3.9,1.58,51.58,270.48,55.79
12/2/2020 17:54,4,1.76,51.59,270.07,55.8
12/3/2020 17:54,4.32,1.88,51.62,270.04,55.81
12/4/2020 17:54,4.59,2.24,51.65,270.06,55.83
12/5/2020 17:54,4.85,2.27,51.74,270.06,55.87
12/6/2020 17:54,5.12,2.31,51.82,270.55,55.91
12/7/2020 17:54,5.38,2.52,51.9,259.87,55.95
12/8/2020 17:54,5.65,3.01,51.92,253.92,55.96
12/9/2020 17:54,5.91,3.2,52,229.96,56
12/10/2020 17:54,6.18,3.85,52.07,210.21,56.03
12/11/2020 17:54,6.44,4.17,52.09,202.5,56.05
12/12/2020 17:54,6.71,4.45,54.45,179.47,57.23
12/13/2020 17:54,7.5,5.06,56.8,175.89,58.4
12/14/2020 17:54,7.5,5,57.02,169.9,58.51
12/15/2020 17:54,7.5,5,61.41,189.18,60.7
12/16/2020 17:54,7.5,5,58.15,200.76,59.08
12/17/2020 17:54,7.5,5,57.31,209.82,58.65
12/18/2020 17:54,7.5,5,54.2,249.96,57.1
12/19/2020 17:54,7.5,5,51.16,270.71,55.58
12/20/2020 17:54,7.75,4.5,48,270,54
12/21/2020 17:54,7.75,4.5,48,270,54
12/22/2020 17:54,7.75,4.5,48,270,54
12/23/2020 17:54,7.75,4.5,48,270,54
12/24/2020 17:54,7.75,4.5,44.87,259.31,52.44
12/25/2020 17:54,7.75,4.5,43.19,246.46,51.59
12/26/2020 17:54,7.745,4.51,40.65,245.58,50.32
12/27/2020 17:54,7.755,4.49,34.74,243.42,47.37
12/28/2020 17:54,7.755,4.49,34.5,233.83,47.25
12/29/2020 17:54,7.745,4.51,30.68,228.26,45.34
12/30/2020 17:54,7.75,4.5,26.7,230.67,43.35
12/31/2020 17:54,7.75,4.5,20.87,232.15,40.44
