TIME,Tank Level,S1 Input PT,S1 Output PT,S1 Output Flow,L1-PT,L2-PT,L3-PT,L4-PT,S2 Receipt Flow,S2-PT,S2 Forward Flow,L5-PT,L6-PT,L7-PT,L8-PT,S3 Receipt Flow,S3-PT,Temperature,Class
2020/7/16 23:13:45,7.48,5.04,45.71,218.73,35.89,16.63,19.28,27.63,98.72,30.07,119.07,20.63,28.85,29.41,33.49,120.02,30.83,52.855,Z
2020/7/16 23:13:50,7.445,5.11,40,218.87,35.89,16.63,19.28,27.63,98.72,30.07,119.07,20.64,28.85,29.41,33.49,120.02,30.83,50,I
2020/7/16 23:13:55,7.455,5.09,34.29,218.75,35.89,16.63,19.28,27.63,98.72,30.07,119.07,20.64,28.85,29.41,33.49,120.02,30.83,47.145,I
2020/7/16 23:14:00,7.46,5.08,28.58,219.06,35.89,16.63,19.28,27.63,98.53,30.07,119.07,20.63,28.85,29.41,33.49,120.02,30.83,44.29,I
2020/7/16 23:14:05,7.46,5.08,22.87,219.06,35.89,16.63,19.28,27.63,98.53,30.07,119.07,20.63,28.85,29.41,33.49,120.02,30.83,41.435,I
2020/7/16 23:14:10,7.475,5.05,30,218.75,35.89,16.63,19.28,27.63,98.53,30.07,119.07,20.65,28.85,29.41,33.49,120.02,30.83,45,I
2020/7/16 23:14:15,7.475,5.05,37.13,218.84,35.89,16.63,19.28,27.63,98.53,30.07,119.07,20.63,28.85,29.41,33.5,119.97,30.83,48.565,I
2020/7/16 23:14:20,7.485,5.03,44.26,218.65,35.89,16.63,19.28,27.63,98.53,30.07,119.07,20.63,28.85,29.41,33.49,120.11,30.83,52.13,I
2020/7/16 23:14:25,7.485,5.03,45.71,218.91,35.89,16.63,19.28,27.62,98.64,30.07,119.07,20.63,28.85,29.41,33.49,120.11,30.83,52.855,Z
2020/7/16 23:14:30,7.485,5.03,45.71,218.91,35.89,16.63,19.28,27.62,98.64,30.07,119.07,20.63,28.85,29.41,33.49,120,30.83,52.855,Z
2020/7/16 23:14:35,7.49,5.02,45.71,218.67,35.89,16.63,19.28,27.62,98.64,30.07,119.07,20.63,28.85,29.41,33.48,120,30.83,52.855,Z
2020/7/16 23:14:40,7.49,5.02,45.71,218.83,35.89,16.63,19.28,27.62,98.64,30.07,119.07,20.63,28.85,29.41,33.48,120,30.83,52.855,Z
2020/7/16 23:14:45,7.49,5.02,45.71,218.8,35.89,16.63,19.28,27.62,98.64,30.07,119.07,20.63,28.85,29.41,33.5,120,30.83,52.855,Z
2020/7/16 23:14:50,7.485,5.03,45.71,218.79,35.89,16.63,19.28,27.62,98.64,30.07,119.07,20.63,28.85,29.41,33.5,120,30.83,52.855,Z
2020/7/17 5:23:30,7.5,5,45.33,220.13,36,16.71,19.34,27.65,98.57,30.08,120.74,20.58,29.92,30.43,34.48,121.81,31.77,52.665,Z
2020/7/17 5:23:35,7.5,5,45.33,220.05,35.98,16.71,19.34,27.65,98.57,30.08,120.74,20.6,29.92,30.43,34.47,121.81,31.77,52.665,Z
2020/7/17 5:23:40,7.5,5,45.33,219.95,36,16.71,19.34,27.65,98.57,30.08,120.74,20.6,29.92,30.43,34.48,121.81,31.77,52.665,Z
2020/7/17 5:23:45,7.51,4.98,45.33,220.01,36,16.71,19.34,27.65,98.57,30.08,120.74,20.6,29.92,30.43,34.48,121.81,31.77,52.665,Z
2020/7/17 5:23:50,7.51,4.98,45.33,220.01,36,16.71,19.34,27.65,98.57,30.08,120.74,20.6,29.92,30.43,34.48,121.81,31.77,52.665,Z
2020/7/17 5:23:55,7,4.98,45.33,220.15,36,16.71,19.34,27.65,98.57,30.08,120.74,20.6,29.92,30.43,34.48,121.81,31.77,52.665,C
2020/7/17 5:24:00,6.5,3.5,45.33,219.88,36,16.71,19.34,27.65,98.57,30.08,120.74,20.6,29.92,30.43,34.48,121.81,31.77,52.665,C
2020/7/17 5:24:05,6,2.02,45.33,220.07,36,16.71,19.34,27.65,98.57,30.08,120.74,20.58,29.92,30.43,34.49,121.81,31.77,52.665,C
2020/7/17 5:24:10,5.5,0.54,45.33,219.93,36,16.71,19.34,27.65,98.57,30.08,120.74,20.58,29.92,30.43,34.49,121.81,31.77,52.665,C
2020/7/17 5:24:15,5,1.5,45.33,219.93,36,16.71,19.34,27.65,98.43,30.08,120.74,20.58,29.92,30.43,34.49,121.81,31.77,52.665,C
2020/7/17 5:24:20,4.5,2.46,45.33,220.12,36,16.71,19.34,27.65,98.55,30.08,120.74,20.58,29.92,30.43,34.49,121.81,31.77,52.665,C
2020/7/17 5:24:25,4,3.42,45.33,219.93,36.02,16.71,19.34,27.65,98.55,30.08,120.74,20.58,29.92,30.43,34.49,121.81,31.77,52.665,C
2020/7/17 5:24:30,3.5,4.38,45.33,220.09,36.02,16.71,19.34,27.65,98.55,30.08,120.74,20.58,29.92,30.43,34.49,121.81,31.77,52.665,C
2020/7/17 5:24:35,3,4.99,45.33,220.01,36.02,16.71,19.34,27.65,98.55,30.08,120.74,20.58,29.92,30.43,34.49,121.81,31.77,52.665,C
2020/7/17 5:24:40,2.5,4.99,45.33,219.84,36.02,16.71,19.34,27.65,98.55,30.08,120.74,20.58,29.92,30.43,34.49,121.81,31.77,52.665,C
2020/7/17 5:24:45,4,4.99,45.33,219.84,36.02,16.71,19.34,27.65,98.55,30.08,120.74,20.58,29.92,30.43,34.49,121.81,31.77,52.665,C
2020/7/17 5:24:50,4.5,4.99,45.33,220.14,36.02,16.71,19.34,27.65,98.55,30.08,120.74,20.58,29.92,30.43,34.49,121.81,31.77,52.665,C
2020/7/17 5:24:55,5,4.99,45.33,220.22,36.02,16.71,19.34,27.65,98.55,30.08,120.74,20.58,29.92,30.43,34.49,121.81,31.77,52.665,C
2020/7/17 5:25:00,5.5,4.99,45.33,220.21,36.02,16.71,19.34,27.65,98.43,30.08,120.74,20.58,29.92,30.43,34.49,121.81,31.77,52.665,C
2020/7/17 5:25:05,6,4.99,45.33,220.21,36.02,16.71,19.34,27.65,98.43,30.08,120.74,20.58,29.92,30.43,34.49,121.81,31.77,52.665,C
2020/7/17 5:25:10,6.5,5.01,45.32,220.1,36.02,16.71,19.34,27.65,98.56,30.08,120.74,20.58,29.92,30.43,34.48,121.81,31.77,52.66,C
2020/7/17 5:25:15,7.495,5.01,45.32,219.9,36.02,16.71,19.34,27.65,98.56,30.08,120.74,20.58,29.92,30.43,34.5,121.81,31.77,52.66,C
2020/7/17 5:25:20,7.505,4.99,45.33,220.28,36.02,16.71,19.34,27.65,98.56,30.08,120.74,20.58,29.92,30.43,34.5,121.81,31.77,52.665,Z
2020/7/17 5:25:25,7.5,5,45.33,220.24,36.02,16.71,19.34,27.65,98.56,30.08,120.74,20.58,29.92,30.43,34.49,121.81,31.77,52.665,Z
2020/7/17 5:25:30,7.5,5,45.33,220.24,36,16.71,19.34,27.65,98.56,30.08,120.74,20.6,29.92,30.43,34.49,121.81,31.77,52.665,Z
2020/7/17 5:25:35,7.5,5,45.33,220.01,36,16.71,19.34,27.65,98.56,30.08,120.74,20.6,29.92,30.43,34.49,121.81,31.77,52.665,Z
2020/7/17 5:33:25,7.5,5,45.31,220.28,36.02,16.71,19.33,27.65,98.46,30.07,120.74,20.6,29.96,30.46,34.5,121.8,31.8,52.655,Z
2020/7/17 5:33:30,7.5,5,45.31,220.34,36.02,16.71,19.33,27.65,98.46,30.07,120.74,20.6,29.96,30.46,34.5,121.8,31.8,52.655,Z
2020/7/17 5:33:35,7.5,5,45.31,220.18,36.02,16.71,19.33,27.65,98.46,30.07,120.74,20.6,29.96,30.46,34.5,121.8,31.8,52.655,Z
2020/7/17 5:33:40,7.5,5,45.31,220.18,36,16.71,19.33,27.65,98.46,30.07,120.74,20.6,29.96,30.46,34.5,121.8,31.8,52.655,Z
2020/7/17 5:33:45,7.5,5,60,300,36,16.71,19.33,27.65,98.46,30.07,120.74,20.6,29.96,30.46,34.5,121.8,31.8,60,A
2020/7/17 5:33:50,7.5,5,74.69,379.82,36,16.71,19.33,27.65,98.46,30.07,120.74,20.6,29.96,30.46,34.5,121.8,31.8,67.345,A
2020/7/17 5:33:55,7.5,5,89.38,459.64,36,16.71,19.33,27.65,98.46,30.07,120.74,20.6,29.96,30.46,34.5,121.8,31.8,74.69,A
2020/7/17 5:34:00,7.5,5,90,400,36,16.71,19.33,27.65,98.46,30.07,120.74,20.58,29.96,30.46,34.5,121.8,31.8,75,A
2020/7/17 5:34:05,7.5,5,90,370.5,36,16.71,19.33,27.65,98.46,30.07,120.74,20.58,29.96,30.46,34.5,121.8,31.8,75,A
2020/7/17 5:34:10,7.5,5,75.93,341,36,16.71,19.33,27.65,98.57,30.07,120.74,20.58,29.96,30.46,34.5,121.8,31.8,67.965,A
2020/7/17 5:34:15,7.5,5,61.86,311.5,36,16.71,19.33,27.65,98.47,30.07,120.74,20.58,29.96,30.46,34.5,121.8,31.8,60.93,A
2020/7/17 5:34:20,7.5,5,47.79,282,36,16.71,19.33,27.65,98.47,30.07,120.74,20.58,29.96,30.46,34.52,121.8,31.8,53.895,A
2020/7/17 5:34:25,7.5,5,45.31,252.5,36,16.71,19.33,27.65,98.47,30.07,120.74,20.58,29.96,30.46,34.5,121.8,31.8,52.655,Z
2020/7/17 5:34:30,7.505,4.99,45.31,219.99,36,16.71,19.33,27.65,98.47,30.07,120.74,20.58,29.96,30.46,34.5,121.8,31.8,52.655,Z
2020/7/17 5:34:35,7.505,4.99,45.31,220.29,36,16.71,19.33,27.65,98.57,30.07,120.74,20.58,29.96,30.46,34.5,121.8,31.8,52.655,Z
2020/7/17 5:34:40,7.505,4.99,45.31,220.32,36,16.71,19.33,27.65,98.57,30.07,120.74,20.58,29.96,30.46,34.5,121.8,31.8,52.655,Z
2020/7/17 5:34:45,7.505,4.99,45.31,220.32,36,16.71,19.33,27.65,98.57,30.07,120.74,20.58,29.96,30.46,34.5,121.8,31.8,52.655,Z
2020/7/17 5:44:50,7.5,5,45.32,220.17,35.97,16.71,19.33,27.63,98.47,30.07,120.75,20.58,29.98,30.48,34.54,121.9,31.82,52.66,Z
2020/7/17 5:44:55,7.5,5,45.32,220.19,35.97,16.71,19.33,27.63,98.47,30.07,120.75,20.58,29.98,30.48,34.54,121.9,31.82,52.66,Z
2020/7/17 5:45:00,7.51,4.98,45.32,220.29,35.97,16.71,19.33,27.63,98.47,30.07,120.83,20.58,29.98,30.48,34.54,121.9,31.82,52.66,Z
2020/7/17 5:45:05,7.5,5,45.32,220.14,35.97,16.71,19.33,27.63,98.47,30.07,120.83,20.58,29.98,30.48,34.54,121.8,31.82,52.66,Z
2020/7/17 5:45:10,7.5,5,60,250,35.99,16.71,19.33,27.63,98.47,30.07,120.71,20.58,29.98,30.48,34.54,121.8,31.82,60,A
2020/7/17 5:45:15,7.5,5,74.68,279.86,35.97,16.71,19.33,27.63,98.47,30.07,120.71,20.58,29.98,30.48,34.54,121.8,31.82,67.34,A
2020/7/17 5:45:20,7.5,5,89.36,309.72,35.97,16.71,19.33,27.63,98.47,30.07,120.71,20.58,29.98,30.48,34.54,121.8,31.82,74.68,A
2020/7/17 5:45:25,7.5,5,90,339.58,35.97,16.71,19.33,27.63,98.47,30.07,120.71,20.58,29.98,30.48,34.53,121.97,31.82,75,A
2020/7/17 5:45:30,7.5,5,80.5,369.44,35.97,16.71,19.33,27.65,98.47,30.07,120.71,20.58,29.98,30.48,34.53,121.82,31.82,70.25,A
2020/7/17 5:45:35,7.5,5,71,399.3,35.97,16.71,19.33,27.65,98.47,30.07,120.71,20.58,29.98,30.48,34.53,121.82,31.82,65.5,A
2020/7/17 5:45:40,7.5,5,61.5,429.16,35.97,16.71,19.33,27.63,98.47,30.07,120.71,20.58,29.98,30.48,34.53,121.82,31.82,60.75,A
2020/7/17 5:45:45,7.505,4.99,52,300.5,35.97,16.71,19.33,27.64,98.47,30.07,120.71,20.58,29.98,30.48,34.53,121.82,31.82,56,A
2020/7/17 5:45:50,7.5,5,45.32,220.22,35.97,16.71,19.33,27.64,98.47,30.07,120.71,20.58,29.98,30.48,34.53,121.82,31.82,52.66,Z
2020/7/17 5:45:55,7.5,5,45.32,220.22,35.97,16.71,19.33,27.64,98.47,30.06,120.71,20.58,29.98,30.48,34.53,121.82,31.82,52.66,Z
2020/7/17 5:46:00,7.5,5,45.32,220.1,35.97,16.71,19.33,27.64,98.47,30.06,120.71,20.58,29.98,30.48,34.56,121.82,31.82,52.66,Z
2020/7/17 5:46:05,7.5,5,45.32,220.15,35.97,16.71,19.33,27.64,98.47,30.06,120.71,20.58,29.98,30.48,34.55,121.82,31.82,52.66,Z
2020/7/17 5:46:25,7.49,5.02,45.32,220.16,35.97,16.71,19.33,27.63,98.45,30.06,120.71,20.58,29.98,30.48,34.54,121.82,31.82,52.66,Z
2020/7/17 5:46:30,7.49,5.02,45.32,219.76,35.97,16.71,19.33,27.64,98.45,30.06,120.71,20.58,29.98,30.48,34.54,121.82,31.82,52.66,Z
2020/7/17 5:46:35,7.5,5,45.32,220.14,35.97,16.71,19.33,27.63,98.45,30.06,120.71,20.58,29.98,30.48,34.54,121.82,31.82,52.66,Z
2020/7/17 5:46:40,7.5,5,45.32,220.18,35.97,16.71,19.33,27.64,98.57,30.06,120.71,20.58,29.98,30.48,34.54,121.82,31.82,52.66,Z
2020/7/17 5:46:45,7.5,5,55,250.5,35.97,16.71,19.33,27.64,98.57,30.06,120.71,20.58,29.98,30.48,34.54,121.82,31.82,57.5,A
2020/7/17 5:46:50,7.495,5.01,64.68,280.82,35.98,16.69,19.31,27.64,98.57,30.06,120.71,20.58,29.99,30.49,34.54,121.82,31.82,62.34,A
2020/7/17 5:46:55,7.495,5.01,74.36,311.14,35.98,16.69,19.31,27.64,98.49,30.06,120.72,20.58,29.99,30.49,34.54,121.92,31.83,67.18,A
2020/7/17 5:47:00,7.5,5,84.04,341.46,35.99,16.69,19.31,27.64,98.49,30.06,120.72,20.58,29.99,30.49,34.54,121.92,31.83,72.02,A
2020/7/17 5:47:05,7.5,5,80,371.78,35.97,16.69,19.31,27.64,98.47,30.06,120.72,20.58,29.99,30.49,34.54,121.92,31.83,70,A
2020/7/17 5:47:10,7.5,5,75.96,402.1,35.97,16.69,19.31,27.64,98.47,30.06,120.72,20.58,29.99,30.49,34.54,121.92,31.83,67.98,A
2020/7/17 5:47:15,7.5,5,71.92,300.5,35.97,16.69,19.31,27.64,98.47,30.06,120.72,20.58,29.99,30.49,34.54,121.92,31.83,65.96,A
2020/7/17 5:47:20,7.5,5,67.88,198.9,35.97,16.69,19.31,27.64,98.47,30.06,120.72,20.58,29.99,30.49,34.54,121.92,31.83,63.94,A
2020/7/17 5:47:25,7.5,5,45.33,219.75,35.97,16.69,19.31,27.64,98.47,30.06,120.72,20.58,29.99,30.49,34.54,121.92,31.83,52.665,Z
2020/7/17 5:47:30,7.5,5,45.33,219.75,35.97,16.69,19.31,27.64,98.58,30.06,120.72,20.58,29.99,30.49,34.54,121.81,31.83,52.665,Z
2020/7/17 5:47:35,7.505,4.99,45.33,219.75,35.97,16.69,19.31,27.64,98.46,30.06,120.72,20.58,29.99,30.49,34.53,121.81,31.83,52.665,Z
2020/7/17 5:47:40,7.505,4.99,45.33,220.03,35.97,16.69,19.31,27.64,98.46,30.06,120.72,20.58,29.99,30.49,34.53,121.81,31.83,52.665,Z
2020/7/17 5:47:45,7.505,4.99,45.33,220.05,35.97,16.69,19.31,27.64,98.46,30.06,120.72,20.58,29.99,30.49,34.53,121.81,31.83,52.665,Z
2020/7/15 3:43:30,6.685,4.815,48.31,6.63,48.31,6.63,48.31,6.63,48.31,6.63,48.31,6.63,48.31,6.63,48.31,6.63,48.31,54.155,C
2020/7/15 3:43:35,6.485,3.768333333,48.31,9.17,48.31,9.17,48.31,9.17,48.31,9.17,48.31,9.17,48.31,9.17,48.31,9.17,48.31,54.155,C
2020/7/15 3:43:40,5.85,2.833333333,48.31,4.89,48.31,4.89,48.31,4.89,48.31,4.89,48.31,4.89,48.31,4.89,48.31,4.89,48.31,54.155,C
2020/7/15 3:43:45,5.215,1.798333333,48.31,9.73,48.31,9.73,48.31,9.73,48.31,9.73,48.31,9.73,48.31,9.73,48.31,9.73,48.31,54.155,C
2020/7/15 3:43:50,4.58,1.698333333,48.31,9.73,48.31,9.73,48.31,9.73,48.31,9.73,48.31,9.73,48.31,9.73,48.31,9.73,48.31,54.155,C
2020/7/15 3:43:55,3.945,1.598333333,48.31,7.89,48.31,7.89,48.31,7.89,48.31,7.89,48.31,7.89,48.31,7.89,48.31,7.89,48.31,54.155,C
2020/7/15 3:44:00,2.9,1.498333333,48.31,10.37,48.31,10.37,48.31,10.37,48.31,10.37,48.31,10.37,48.31,10.37,48.31,10.37,48.31,54.155,C
2020/7/15 3:44:05,3.945,1.398333333,48.31,10.59,48.31,10.59,48.31,10.59,48.31,10.59,48.31,10.59,48.31,10.59,48.31,10.59,48.31,54.155,C
2020/7/15 3:44:10,4.58,1.298333333,48.31,10.59,48.31,10.59,48.31,10.59,48.31,10.59,48.31,10.59,48.31,10.59,48.31,10.59,48.31,54.155,C
2020/7/15 3:44:15,5.215,1.498333333,48.31,9.79,48.31,9.79,48.31,9.79,48.31,9.79,48.31,9.79,48.31,9.79,48.31,9.79,48.31,54.155,C
2020/7/15 3:44:20,5.85,1.698333333,48.31,10.02,48.31,10.02,48.31,10.02,48.31,10.02,48.31,10.02,48.31,10.02,48.31,10.02,48.31,54.155,C
2020/7/15 3:44:25,6.485,2.833333333,48.31,9.58,48.31,9.58,48.31,9.58,48.31,9.58,48.31,9.58,48.31,9.58,48.31,9.58,48.31,54.155,C
2020/7/15 3:44:30,7.12,3.968333333,48.31,9.32,48.31,9.32,48.31,9.32,48.31,9.32,48.31,9.32,48.31,9.32,48.31,9.32,48.31,54.155,C
2020/7/15 3:44:35,5.34,5.103333333,48.31,9.32,48.31,9.32,48.31,9.32,48.31,9.32,48.31,9.32,48.31,9.32,48.31,9.32,48.31,54.155,C
2020/7/17 10:55:10,7.5,5,43.91,224.24,33.79,14.44,16.97,25.17,96.76,27.5,127.72,17.92,27.37,27.73,31.54,129.57,28.62,51.955,Z
2020/7/17 10:55:15,7.5,5,43.91,224.24,33.79,14.44,16.97,25.16,96.87,27.5,127.72,17.92,27.37,27.73,31.54,129.57,28.62,51.955,Z
2020/7/17 10:55:20,7.5,5,43.91,224.45,33.79,14.44,16.97,25.16,96.87,27.5,127.72,17.92,27.37,27.73,31.54,129.57,28.62,51.955,Z
2020/7/17 10:55:25,7.5,5,43.91,224.48,33.79,14.44,16.97,25.16,96.87,27.5,127.72,17.92,27.37,27.73,31.54,129.57,28.62,51.955,Z
2020/7/17 10:55:30,7.495,5.01,50,270,33.79,14.44,16.97,25.16,96.87,27.5,127.72,17.92,27.37,27.73,31.54,129.57,28.62,55,A
2020/7/17 10:55:35,7.505,4.99,56.09,315.52,33.79,14.44,16.97,25.16,96.87,27.5,127.72,17.92,27.37,27.73,31.54,129.57,28.62,58.045,A
2020/7/17 10:55:40,7.505,4.99,62.18,361.04,33.79,14.44,16.97,25.16,96.87,27.5,127.72,17.92,27.37,27.73,31.54,129.57,28.62,61.09,A
2020/7/17 10:55:45,7.5,5,68.27,406.56,33.79,14.44,16.97,25.16,96.87,27.5,127.72,17.92,27.37,27.7,31.54,129.57,28.62,64.135,A
2020/7/17 10:55:50,7.5,5,74.36,452.08,33.79,14.44,16.97,25.16,96.78,27.5,127.72,17.92,27.37,27.7,31.54,129.57,28.62,67.18,A
2020/7/17 10:55:55,7.5,5,80.45,375,33.79,14.44,16.97,25.16,96.78,27.5,127.72,17.91,27.37,27.7,31.54,129.57,28.62,70.225,A
2020/7/17 10:56:00,7.5,5,86.54,297.92,33.79,14.4,16.97,25.16,96.78,27.5,127.72,17.93,27.37,27.7,31.54,129.43,28.62,73.27,A
2020/7/17 10:56:05,7.5,5,76,220.84,33.79,14.4,16.97,25.16,96.84,27.49,127.67,17.91,27.36,27.71,31.55,129.43,28.61,68,A
2020/7/17 10:56:10,7.5,5,65.46,224.43,33.79,14.4,16.97,25.16,96.84,27.49,127.67,17.92,27.36,27.71,31.55,129.43,28.61,62.73,A
2020/7/17 10:56:15,7.505,4.99,54.92,224.46,33.79,14.4,16.97,25.16,96.84,27.49,127.67,17.91,27.36,27.71,31.55,129.44,28.61,57.46,A
2020/7/17 10:56:20,7.505,4.99,43.9,224.57,33.79,14.4,16.97,25.16,96.88,27.49,127.67,17.91,27.36,27.71,31.55,129.44,28.61,51.95,Z
2020/7/17 10:56:25,7.505,4.99,43.9,224.48,33.79,14.4,16.97,25.16,96.73,27.49,127.67,17.91,27.36,27.71,31.55,129.58,28.61,51.95,Z
2020/7/17 10:56:30,7.495,5.01,43.9,224.25,33.79,14.39,16.97,25.16,96.73,27.49,127.67,17.92,27.36,27.71,31.55,129.58,28.63,51.95,Z
2020/7/17 10:56:35,7.5,5,43.9,224.4,33.77,14.39,16.97,25.16,96.73,27.49,127.67,17.9,27.36,27.71,31.55,129.46,28.63,51.95,Z
2020/7/15 6:43:20,7.745,4.39,50.28,270.46,40.81,20.29,22.19,28.58,131.44,29.65,139.17,18.28,25.89,25.92,29.46,140.13,26.28,55.14,C
2020/7/15 6:43:25,7.45,4.25,50.28,270.46,40.81,20.29,22.19,28.58,131.55,29.65,139.17,18.28,25.89,25.92,29.46,140.13,26.28,55.14,C
2020/7/15 6:43:30,6.155,3.996666667,50.28,270.39,40.8,20.29,22.19,28.58,131.55,29.65,139.17,18.28,25.89,25.92,29.46,140.13,26.28,55.14,C
2020/7/15 6:43:35,5.86,3.714666667,50.28,270.52,40.8,20.29,22.19,28.58,131.55,29.65,139.17,18.28,25.89,25.92,29.48,140.13,26.28,55.14,C
2020/7/15 6:43:40,5.565,3.146666667,50.28,270.52,40.81,20.29,22.19,28.58,131.55,29.65,139.17,18.28,25.89,25.92,29.47,140.13,26.28,55.14,C
2020/7/15 6:43:45,4.75,2.769333333,50.28,270.64,40.81,20.29,22.19,28.58,131.4,29.65,139.17,18.27,25.89,25.92,29.47,140.13,26.28,55.14,C
2020/7/15 6:43:50,3.35,2.344333333,50.28,270.3,40.81,20.29,22.19,28.58,131.45,29.65,139.17,18.27,25.89,25.92,29.47,140.13,26.28,55.14,C
2020/7/15 6:43:55,3.155,1.919333333,50.28,270.64,40.81,20.29,22.19,28.58,131.45,29.65,139.17,18.27,25.89,25.92,29.47,140.13,26.28,55.14,C
2020/7/15 6:44:00,3.05,1.494333333,50.28,270.64,40.81,20.29,22.19,28.58,131.45,29.65,139.17,18.27,25.89,25.92,29.47,140.13,26.28,55.14,C
2020/7/15 6:44:05,2.5,1.269333333,50.28,270.52,40.81,20.29,22.19,28.58,131.45,29.65,139.17,18.27,25.89,25.92,29.47,140.13,26.28,55.14,C
2020/7/15 6:44:10,3.755,1.919333333,50.28,270.14,40.81,20.29,22.19,28.58,131.45,29.65,139.17,18.27,25.89,25.92,29.48,140.13,26.28,55.14,C
2020/7/15 6:44:15,4.745,2.769333333,50.28,270.57,40.81,20.29,22.19,28.58,131.45,29.65,139.17,18.29,25.89,25.92,29.47,140.13,26.28,55.14,C
2020/7/15 6:44:20,5.745,3.714666667,50.28,270.57,40.81,20.29,22.19,28.27,131.45,29.65,139.17,18.27,25.89,25.92,29.48,140.13,26.28,55.14,C
2020/7/15 6:44:25,6.745,3.996666667,50.28,270.55,40.81,20.29,22.19,28.58,131.45,29.65,139.17,18.27,25.89,25.92,29.48,140.13,26.28,55.14,C
2020/7/17 10:59:15,7.5,5,43.89,224.41,33.76,14.39,16.97,25.13,96.73,27.46,127.72,17.89,27.34,27.71,31.54,129.4,28.61,51.945,Z
2020/7/17 10:59:20,7.505,4.99,43.89,224.46,33.76,14.39,16.97,25.13,96.73,27.46,127.72,17.89,27.34,27.71,31.53,129.51,28.61,51.945,Z
2020/7/17 10:59:25,7.505,4.99,43.89,224.46,33.76,14.39,16.97,25.13,96.73,27.46,127.72,17.89,27.34,27.71,31.53,129.51,28.61,51.945,Z
2020/7/17 10:59:30,7.505,4.99,43.89,224.37,33.76,14.39,16.97,25.13,96.73,27.46,127.82,17.89,27.34,27.71,31.53,129.51,28.61,51.945,Z
2020/7/17 10:59:35,6,4,43.89,224.53,33.76,14.39,16.97,25.13,96.73,27.46,127.82,17.89,27.34,27.71,31.53,129.51,28.61,51.945,C
2020/7/17 10:59:40,4.495,3.5,43.9,224.59,33.76,14.39,16.97,25.13,96.73,27.46,127.82,17.89,27.34,27.71,31.53,129.51,28.61,51.95,C
2020/7/17 10:59:45,2.99,2.673333333,43.9,224.59,33.76,14.39,16.97,25.11,96.73,27.46,127.82,17.89,27.34,27.71,31.53,129.51,28.61,51.95,C
2020/7/17 10:59:50,1.485,1.928333333,43.9,224.68,33.76,14.39,16.97,25.11,96.73,27.46,127.82,17.89,27.34,27.71,31.53,129.51,28.61,51.95,C
2020/7/17 10:59:55,2,1.183333333,43.89,224.66,33.76,14.39,16.97,25.11,96.73,27.46,127.82,17.88,27.34,27.71,31.53,129.51,28.61,51.945,C
2020/7/17 11:00:00,2.515,0.4383333333,43.89,224.61,33.76,14.39,16.97,25.11,96.73,27.46,127.82,17.88,27.34,27.71,31.53,129.51,28.61,51.945,C
2020/7/17 11:00:05,3.03,2,43.89,224.43,33.76,14.39,16.97,25.11,96.73,27.46,127.82,17.88,27.34,27.71,31.53,129.51,28.61,51.945,C
2020/7/17 11:00:10,3.545,3.561666667,43.89,224.43,33.76,14.39,16.97,25.11,96.73,27.45,127.82,17.88,27.34,27.71,31.53,129.51,28.61,51.945,C
2020/7/17 11:00:15,4.06,5.123333333,43.89,224.68,33.76,14.39,16.97,25.11,96.73,27.45,127.82,17.88,27.34,27.71,31.53,129.51,28.61,51.945,C
2020/7/17 11:00:20,4.575,5.01,43.89,224.59,33.76,14.39,16.97,25.11,96.73,27.45,127.82,17.88,27.34,27.71,31.53,129.51,28.61,51.945,C
2020/7/17 11:00:25,5.09,5.01,43.89,224.57,33.76,14.39,16.97,25.11,96.73,27.45,127.82,17.88,27.34,27.71,31.55,129.51,28.6,51.945,C
2020/7/17 11:00:30,5.605,5.01,43.89,224.57,33.76,14.39,16.97,25.11,96.73,27.45,127.82,17.88,27.34,27.71,31.53,129.51,28.6,51.945,C
2020/7/17 11:00:35,6.8,4.99,43.89,224.54,33.74,14.39,16.97,25.13,96.61,27.45,127.82,17.89,27.34,27.71,31.53,129.55,28.6,51.945,Z
2020/7/17 11:00:40,7.505,4.99,43.89,224.54,33.74,14.39,16.97,25.13,96.61,27.45,127.82,17.88,27.34,27.71,31.53,129.4,28.6,51.945,Z
2020/7/17 11:00:45,7.505,4.99,43.89,224.51,33.74,14.39,16.97,25.11,96.61,27.45,127.82,17.88,27.34,27.71,31.53,129.4,28.6,51.945,Z
2020/7/17 11:00:50,7.495,5.01,43.89,224.67,33.74,14.39,16.97,25.13,96.61,27.45,127.82,17.88,27.34,27.71,31.53,129.4,28.6,51.945,Z
2020/7/17 11:02:40,7.495,5.01,43.89,224.74,33.72,14.36,16.93,25.09,96.63,27.44,127.83,17.86,27.34,27.69,31.53,129.63,28.6,51.945,Z
2020/7/17 11:02:45,7.495,5.01,43.88,224.56,33.72,14.36,16.93,25.09,96.63,27.44,127.83,17.86,27.34,27.69,31.53,129.44,28.6,51.94,Z
2020/7/17 11:02:50,7.495,5.01,43.88,224.54,33.72,14.36,16.93,25.09,96.63,27.44,127.83,17.86,27.34,27.69,31.53,129.44,28.6,51.94,Z
2020/7/17 11:02:55,7.495,5.01,43.88,224.54,33.72,14.36,16.93,25.09,96.63,27.44,127.83,17.86,27.34,27.69,31.53,129.44,28.6,51.94,Z
